was	0.39105052 -0.53233695 -0.17726207 -0.2867244 -0.04887027 -0.22357506 0.009168184 -0.090415664 -0.1549746 -0.437756 0.22105485 -0.3534376
by	0.37579358 -0.2786227 0.29793093 -0.43285638 0.16850214 0.04530441 0.051823992 -0.009570257 -0.15066102 0.08529599 0.5168176 -0.4179997
that	0.49506554 0.36230668 0.039586563 -0.31325385 0.076749474 -0.02207411 0.31456774 0.03339347 -0.6046825 -0.077408865 0.12006796 -0.17735252
four	0.090797946 -0.41204557 0.2851939 -0.38777202 0.08008009 -0.38019797 0.020299507 0.16925746 -0.4515529 0.033054434 0.1710545 0.41951847
six	0.16811562 -0.38262117 0.31126264 -0.27819076 -0.047696576 -0.35121682 -0.11910582 0.114316724 -0.51767296 0.008364174 0.16712254 0.449662
seven	0.27190417 -0.4133249 0.29250246 -0.35221 -0.08814453 -0.27052823 -0.13005443 0.16000903 -0.4549477 0.0544357 0.14495464 0.43726033
with	0.049451414 -0.23160498 0.48824123 -0.37417048 0.04276442 0.023288168 0.17047264 -0.1405998 -0.14199442 -0.119169936 0.5355785 -0.4394565
on	0.56256527 -0.23390205 0.34140253 -0.39829937 0.07820893 -0.17275494 -0.16096713 -0.04487572 0.121481165 0.070860595 0.44582596 -0.26680925
are	0.20793697 -0.20934737 0.16384739 -0.31070855 0.28684276 -0.22335608 -0.24182227 -0.17936252 -0.43045682 -0.5118402 -0.05086579 -0.34186822
it	0.5408396 0.30854344 -0.04841349 -0.3362471 -0.3677425 -0.2693356 -0.28210816 -0.15295827 -0.25548303 0.34646013 -0.006102318 -0.028042084
from	0.39323667 -0.28278282 0.5515397 -0.31844082 0.17065355 -0.05885693 0.12299574 -0.2766206 -0.119634375 0.0962889 0.3879631 -0.24792199
or	0.069654785 -0.20764093 0.28971258 -0.47577414 0.2800979 -0.19644654 0.086815186 -0.08658877 -0.5010443 0.06340941 0.08322991 -0.49765968
his	-0.17999482 0.090901695 -0.4558231 -0.5267914 -0.16717696 -0.25263846 -0.23333892 -0.3044917 -0.33165625 -0.051087342 0.320017 0.14177956
an	-0.25142744 -0.049135074 -0.18977636 -0.537599 -0.50346047 -0.09403583 -0.06346207 -0.14706309 -0.31583226 0.34098315 0.02299159 -0.32376528
be	0.5667711 0.035942283 -0.062188346 -0.50139725 0.129304 -0.15776636 -0.40751627 0.2469908 -0.15593092 -0.22789054 -0.1323356 -0.24447271
this	0.23561159 0.24685591 -0.34018087 -0.68837273 -0.22933227 -0.06582385 -0.16329291 -0.07353427 -0.28381288 0.3485376 0.04299295 0.033088338
which	0.28066882 0.30735704 -0.16771382 -0.29825294 0.08103824 -0.14332101 0.2258839 0.19304466 -0.7119375 0.19152482 0.1632438 -0.15521224
at	0.5636664 -0.18222672 0.48806477 -0.37228474 -0.019054072 -0.067607716 0.17374763 -0.18396719 -0.10407544 0.1164832 0.37666872 -0.19241928
he	0.5883336 0.06989998 -0.12211027 -0.07392778 -0.19325036 -0.3590451 -0.3077284 -0.31133464 -0.3579594 0.32492566 0.18953784 -0.03286042
also	0.18382631 0.31270516 0.02134008 -0.3004713 -0.122067586 0.04574463 -0.088888325 0.40357137 -0.5583871 -0.0007744849 0.44050702 -0.2899615
not	0.26515102 0.40777567 0.30031294 -0.26198676 -0.3364289 -0.0932337 -0.47648674 0.14086314 -0.3586986 0.03990402 0.27911627 -0.16633497
have	0.27649474 0.029364726 0.09500954 -0.3019907 0.13277346 -0.38309693 -0.4830997 0.30948168 -0.21015406 -0.3233264 0.14987719 -0.39716402
were	0.27123147 -0.14991145 -0.04139797 -0.3507883 0.25234795 -0.2307585 -0.18827926 -0.16541664 -0.4825391 -0.4660973 0.136717 -0.36148444
has	0.08076293 -0.55707407 -0.1210747 -0.17548886 -0.1668534 -0.29688603 -0.10721486 0.020747632 -0.13927971 -0.37624913 0.34975773 -0.47591075
but	0.5612345 -0.0057071806 0.1687049 -0.17885563 -0.0876869 -0.27710208 0.18919814 -0.005937616 -0.6429482 -0.120773815 -0.03400249 -0.2740471
other	-0.29480574 0.29003197 0.4538612 -0.50561523 0.2028213 -0.40505323 0.06473588 -0.14357543 -0.0915073 -0.34229207 -0.09848538 0.04569499
their	-0.35651562 0.14151013 -0.38571292 -0.53173447 -0.15720613 -0.2777799 -0.2664047 -0.27493602 -0.3540783 -0.0710876 0.20402 -0.029493304
its	-0.35482794 0.18966371 -0.35625938 -0.56265426 -0.18652458 -0.30385962 -0.26185167 -0.23001833 -0.2880071 -0.08185828 0.23586823 -0.027290728
first	0.5420793 0.13973877 0.13030627 -0.42058906 -0.23727056 0.044818357 0.4204811 0.06972078 -0.01505899 0.0039314316 0.47632506 0.16015312
they	0.3182792 0.31525776 0.13530877 -0.06826295 -0.10606692 -0.35198307 -0.43085375 -0.37956625 -0.5398728 0.1335674 0.04648345 -0.005574777
some	-0.30883524 0.2985513 -0.16881743 -0.46512154 -0.08797589 -0.18675947 0.0019249963 -0.28272888 -0.65758485 -0.09068577 -0.07808055 0.036799848
had	0.1807083 -0.30149338 -0.097865015 -0.17682968 -0.07063789 -0.36039993 -0.1855057 0.19545878 -0.24180847 -0.43472692 0.41809526 -0.45369968
all	-0.030414343 0.41178614 0.16081037 -0.37421575 -0.15580049 -0.2083927 0.31175524 -0.04982983 -0.5531393 -0.3996849 -0.068227865 0.16083464
more	-0.30789682 0.33376792 0.45075443 -0.50244594 -0.13334493 -0.11396952 -0.24513967 0.26794067 -0.28088322 -0.007907975 0.107774325 -0.29144165
most	0.026113294 0.44168597 0.22917174 -0.4765408 -0.25463268 0.1755025 0.49299634 -0.20091343 -0.28879252 -0.22165267 0.1141408 0.0033050396
can	0.02735133 -0.29682383 0.21400586 0.08446227 0.007166303 -0.4188647 -0.16154765 -0.42931962 -0.46212208 -0.17322522 0.25491646 -0.4046688
been	0.19680816 -0.26307127 -0.028624294 -0.17152008 -0.3595549 0.26069504 0.13145415 0.065862 -0.6776583 0.10909179 0.12340169 -0.39574248
such	-0.11616919 -0.13389951 0.33241418 -0.5066324 -0.44459465 -0.26865238 -0.24854171 -0.309768 0.1410167 0.003834617 -0.2146709 -0.32840294
many	-0.31551835 0.3538667 0.06425603 -0.41954562 -0.062143136 -0.14383252 0.092643715 -0.30797195 -0.6342733 -0.17817436 -0.10381934 0.14924109
who	0.30677387 0.26543346 -0.034298383 -0.106983565 0.1876363 -0.09262985 -0.026575586 -0.043444533 -0.671447 0.3508663 0.429489 -0.13424775
new	0.05267168 -0.3528387 -0.24725114 -0.61556035 -0.2729494 -0.07794324 0.42705834 0.12609085 0.18317282 -0.019679654 0.319631 -0.13313593
used	0.11424444 0.09412217 0.12519422 -0.18760073 -0.5181897 -0.45955524 -0.19032058 0.16744497 -0.4187735 -0.002909848 -0.3504253 -0.2916721
there	0.38415933 0.413543 0.19545466 -0.08522802 -0.118798845 -0.30495265 -0.03966442 -0.29165706 -0.5732763 0.32905066 -0.011787897 0.071638525
after	0.46399966 -0.22772852 0.22037785 -0.33932662 0.022506595 0.03859673 0.16454586 -0.09009905 -0.18761246 -0.4061373 0.5754113 0.0264865
when	0.40452403 -0.24159041 0.1549566 -0.19675757 0.14661129 -0.101873055 0.25790086 0.09370107 -0.48638502 -0.35599625 0.4500477 -0.20556442
into	0.19438414 -0.3127896 0.4526724 -0.3361557 -0.01655819 0.06019746 0.1563743 -0.11962974 -0.099849835 0.016970636 0.5720838 -0.4077556
american	0.055518243 -0.15187402 -0.102321476 -0.6321239 0.29056588 -0.21185377 0.62165886 -0.050853726 0.04408013 0.07183625 0.053741295 -0.1882916
time	0.40742 0.10141201 0.17465249 -0.2817943 -0.50227815 -0.1246621 0.22576553 -0.12392605 -0.04472031 -0.546066 -0.14691669 0.24060129
these	-0.2757607 0.41124296 -0.052221373 -0.38003 0.023361305 -0.2030715 -0.045671076 -0.31577277 -0.66866803 -0.013229703 0.023196805 0.12756728
only	0.54854345 0.04645294 0.38825724 -0.22929198 -0.41404837 -0.29983994 0.024866434 0.20389207 -0.38844198 0.043172136 -0.17490584 -0.082159445
see	0.3749139 -0.36783382 -0.16830963 -0.31140825 0.30058149 -0.37729472 -0.05857593 0.11244143 -0.34624615 0.0021913373 -0.1280489 -0.46235508
may	-0.11818676 -0.39743397 0.18097036 0.15857163 -0.10036531 -0.4075684 0.023925923 -0.35536367 -0.6115098 -0.1952656 0.06611048 -0.22516271
than	0.075946555 -0.19899124 0.5405351 -0.27510986 0.11671655 0.06862179 0.24282058 -0.003983715 -0.5348394 -0.053687982 -0.4115221 -0.22622025
world	0.41797122 0.15864749 -0.036855955 -0.5181921 -0.34489453 -0.1749132 0.2440374 -0.03844096 0.2689851 0.029875504 0.4168472 0.26956156
i	0.19753031 0.046680547 0.10159376 -0.17472115 -0.12418011 -0.55435777 -0.562664 -0.039644886 -0.18827368 0.31559303 0.36299908 -0.10121202
b	-0.0068308413 -0.4375716 0.31825826 -0.12887889 0.078032434 -0.5736437 0.09617815 0.17973809 -0.08547196 0.41343927 -0.19986272 -0.3093408
would	0.011020832 -0.20163922 0.12779604 0.09933469 -0.09580742 -0.30430648 -0.058704883 -0.512863 -0.53877884 -0.30066127 0.32739568 -0.27730313
d	0.036340583 -0.4690635 0.33113846 -0.12512185 0.1699033 -0.56285715 0.10425201 0.024935532 -0.26476163 0.4030212 -0.025685415 -0.25099924
no	0.065589085 0.09275482 0.14300622 -0.3530968 -0.28770775 -0.061684508 -0.07697014 -0.052199546 -0.6659226 0.51714975 0.061880957 -0.17891498
however	0.5951218 0.124875195 0.260145 -0.21037869 -0.2299536 -0.23528358 0.29632044 -0.17075796 -0.47316933 -0.18472221 0.12125696 -0.1427786
between	0.3526998 -0.17874457 0.5017137 -0.39213058 0.25871393 -0.052573487 0.17592679 -0.25460982 -0.17202246 0.28949818 0.33201736 -0.22149615
about	0.3727919 -0.19858544 0.55483395 -0.42131028 -0.26546136 -0.20441027 0.050942916 0.2786283 -0.21864124 0.2547733 0.112744935 0.13542524
over	0.48067915 -0.08588144 0.47297457 -0.5652629 -0.15648572 -0.16868791 0.21504685 0.20465039 -0.13059635 0.0494228 0.23885965 0.026880708
years	-0.08193072 -0.05159945 0.26175913 -0.17586316 -0.4177463 -0.15320434 0.026084764 0.1126563 -0.38806343 -0.35860077 0.36596105 0.51643825
states	0.265793 0.03025146 0.08006844 -0.12970561 -0.21875417 -0.10263785 0.53569263 -0.43087754 -0.5065073 -0.07804013 -0.27316588 0.19218501
people	-0.050857995 0.40654123 0.43311122 -0.21036868 -0.09500056 -0.39080694 0.055839747 -0.055568293 -0.35658157 -0.39056948 0.10596673 0.37604833
war	0.4224157 0.19938749 -0.36227143 -0.26116076 0.10809066 -0.3731217 0.44086036 -0.25471324 -0.0737432 -0.19292662 0.16348755 0.32068232
during	0.6187716 -0.1600271 0.18079059 -0.35458165 0.06208229 -0.0022060317 0.3267012 -0.34675017 -0.0017807594 -0.20446424 0.40055695 -0.0040732767
united	0.5142932 0.005896977 -0.039101154 -0.19776292 0.3856192 -0.35861167 0.5544079 -0.16297096 -0.23951174 0.121896856 -0.0924688 -0.053116556
known	0.0053754137 -0.052532993 -0.021637369 -0.4491368 -0.53439075 -0.057281688 -0.52557456 -0.03248918 -0.33842716 0.05142449 -0.25413418 -0.21706913
if	0.26864168 -0.21930034 0.49384674 -0.08184403 0.13019124 -0.39554945 -0.09102146 -0.0469441 -0.34527788 -0.42817017 0.18251625 -0.3307563
called	0.39519197 0.021506377 0.282662 -0.17775816 -0.06971477 -0.23958555 0.08111015 0.18012469 -0.45492902 0.22641213 -0.11818793 -0.59865564
use	0.1621019 0.37758785 0.19812308 -0.4758812 -0.2713151 -0.26563004 0.2701672 0.19487695 -0.10440954 -0.4989143 -0.17281982 0.1435705
th	-0.06506409 -0.48489425 -0.21860066 -0.14879432 -0.3824855 -0.09585517 0.06380657 -0.10682075 -0.20335001 0.06428993 0.6742487 0.14020395
system	0.22303754 0.34946078 0.14248459 -0.5789904 -0.48249403 -0.31986746 0.31517538 0.0809208 -0.028490093 -0.08179897 0.032782506 -0.15173365
often	0.27286977 0.39446637 0.16363117 -0.38137633 -0.22141187 -0.0259606 -0.17251271 0.045909848 -0.5805721 0.042607125 -0.06428151 -0.41609916
state	0.09170009 0.1789763 0.1796903 -0.55454135 -0.3857936 -0.25286335 0.5470207 -0.20037673 0.06194985 -0.17108257 0.0038512738 0.18566966
so	0.35139298 0.31935906 0.25983948 -0.16139317 -0.41108412 -0.3451299 -0.19484152 -0.05977285 -0.421824 -0.34575662 0.15094498 -0.17623878
history	-0.09615183 0.101077534 0.05476383 -0.5327831 -0.35173696 -0.09547126 0.5897468 -0.008418013 -0.0063337423 -0.22157875 0.3436651 0.21385168
will	-0.08508554 -0.18709755 0.182184 0.07908305 -0.021882465 -0.44757536 -0.06662062 -0.34461173 -0.48836693 -0.24582084 0.32209784 -0.43776083
up	0.17084683 0.11690252 -0.25556284 -0.63638556 -0.4092834 -0.34236184 -0.14922361 0.14377329 0.14007302 -0.23447467 0.17345019 -0.2334518
while	0.37165725 -0.14634483 0.18838368 -0.39309454 0.2844671 -0.12605733 0.3303985 -0.11836665 -0.49326208 -0.35736197 0.17355038 -0.17123619
where	0.34522492 -0.24807315 0.16388726 -0.14869054 0.31144744 -0.21942091 0.3540499 0.08791753 -0.4914776 -0.31747636 0.31344482 -0.22692837
city	0.3192099 -0.013766517 -0.06475425 -0.35820702 -0.55932015 -0.14986642 0.5208421 0.10366788 0.088312276 0.13082749 0.3505026 0.017911367
being	0.25412518 0.19610171 0.10357941 -0.54043144 -0.6806828 -0.114464134 -0.07354983 0.065090686 -0.18002288 -0.079539284 -0.02599236 -0.26207247
english	0.05828998 -0.02436095 0.0919082 -0.44148472 -0.09054277 -0.4738028 0.6617491 -0.0898805 -0.054326206 0.0307275 -0.30981004 -0.118733995
then	0.41180146 0.07490871 0.11361098 0.02540699 -0.0031233747 -0.6297466 0.01833753 0.21593492 -0.49952528 -0.007533867 0.30079418 -0.16625683
any	-0.38121685 0.12959859 -0.07554333 -0.584269 -0.17582904 -0.065689825 -0.21038523 -0.13562422 -0.5786685 0.058937237 -0.23181258 -0.029086854
both	0.014703384 0.41402665 0.0944273 -0.39391115 -0.14127 -0.44604254 0.37338904 -0.0071024927 -0.5139352 -0.12624367 -0.14865297 -0.061134387
under	0.56468946 -0.12647323 0.46669307 -0.30960307 0.026337393 -0.048419632 0.28116485 -0.060998183 -0.20613167 0.22505102 0.3627969 -0.20224097
out	-0.0071871867 0.22841826 -0.20263378 -0.558282 -0.46022883 -0.15908897 0.24238425 -0.09032432 -0.18804087 -0.46787816 0.17648864 -0.0747548
made	0.1666929 0.09900173 0.108121954 -0.14994457 -0.63131255 -0.27493978 0.0931742 0.3229648 -0.43002594 -0.22707945 0.21094665 -0.24518871
well	0.112775825 0.073472336 0.3238741 -0.42567456 -0.7118191 -0.034109216 -0.38013968 -0.058080323 -0.04188201 -0.1518801 -0.031493377 -0.11936195
her	-0.21587718 0.23400754 -0.32590064 -0.49826214 -0.18895912 -0.42764616 -0.26472133 -0.12463701 -0.24782406 -0.18824083 0.37510937 0.0490337
e	0.20753947 -0.14737807 0.12819727 -0.11069408 0.48425353 -0.7492633 -0.09313827 -0.029662758 -0.1202554 0.21511471 0.0606373 -0.1914553
number	-0.27740672 -0.18657555 0.31064188 -0.51918423 -0.5590005 0.14346947 0.35117686 0.15549758 -0.018736452 -0.19388956 0.0026697903 0.06052501
government	0.24024032 0.36138317 0.02004375 -0.33635768 -0.3002913 -0.39107397 0.5800005 -0.04271619 -0.08723837 0.20357253 0.22899577 0.12376718
them	-0.040475607 0.40270722 -0.07047767 -0.5059223 -0.27529946 -0.35734552 -0.11835247 0.07711644 -0.42422876 -0.37961537 -0.16270237 -0.03569815
m	-0.052781954 -0.39148647 0.26576468 -0.08936486 0.1258666 -0.75764155 -0.0059404713 0.25825685 -0.21378727 0.15189154 0.18695477 -0.07079763
later	0.50489604 0.3376569 -0.03501306 -0.25109825 -0.10682877 -0.19356567 0.12183329 0.043042358 -0.4584349 -0.18988983 0.42611593 0.2709615
since	0.54536647 -0.29504445 0.3973495 0.01511284 0.010779091 -0.14801407 0.2541867 -0.15057705 -0.47882256 -0.009038868 0.22491261 -0.26107898
him	0.19708225 0.18833427 -0.21857168 -0.52411324 -0.3862697 -0.4679863 -0.20642325 0.10432365 -0.16739874 -0.34723705 0.06718475 -0.1685267
part	-0.101722114 -0.08388695 0.089411825 -0.33646858 -0.84353256 0.02877424 0.2602472 -0.089799866 -0.1842248 -0.12149378 -0.14897189 0.048478615
name	0.32749033 0.36830485 0.1260808 -0.3950516 -0.52976745 -0.042928357 0.3893089 -0.014995907 -0.04708378 -0.2514961 0.08899404 0.27833396
c	-0.050520156 -0.39583528 0.2446231 -0.24566074 0.071017765 -0.6384969 0.025038164 0.3297422 -0.15952572 0.41527689 -0.0069498545 0.023285879
century	0.59627587 0.00644079 0.0765247 -0.2332389 0.21079105 -0.51180905 0.12781681 -0.29242623 -0.07756226 -0.12527147 -0.1789534 0.3495605
through	0.3308363 -0.13353808 0.43046278 -0.51820713 0.07272155 -0.11019781 0.20811065 -0.08190619 -0.041392967 -0.12895119 0.49309894 -0.2998982
because	-0.0020527295 0.19182003 -0.0077324146 -0.23900102 -0.1305859 0.033142105 0.4766876 -0.08066775 -0.5110732 -0.5885159 0.2131798 -0.033730675
x	-0.17930146 -0.15651366 0.35074997 -0.25219 0.20723636 -0.698291 -0.10871249 0.23396198 -0.22509176 0.32705402 -0.03943266 0.020737642
university	-0.124989115 -0.1353023 -0.08390318 -0.29673883 -0.1859671 0.04081932 0.79975843 0.03715705 -0.2857861 -0.050674163 0.33088169 -0.0029956806
early	0.2880424 -0.12031625 0.43244168 -0.42660978 -0.15419696 -0.3611793 0.2537563 -0.23878577 0.19518036 -0.17428756 -0.20594096 0.38344842
life	0.16635658 0.4107863 0.07409713 -0.31920612 -0.41264382 -0.2058283 0.25326476 -0.017180296 -0.16149758 -0.36334616 0.3688319 0.35352495
british	0.120334856 -0.11280661 -0.122295335 -0.4698336 0.016372645 -0.23925032 0.71597797 0.04234691 -0.09193124 -0.034912206 0.31672135 -0.23491544
year	0.25788778 -0.24685165 0.22828735 -0.18698138 -0.5945774 -0.12740153 0.11842501 -0.12275 -0.00097351754 -0.4899867 0.015044416 0.38251945
like	0.21151014 0.07012254 0.36559027 -0.50735795 0.39652702 -0.25594735 -0.041893538 0.027896991 -0.26373276 -0.2424146 0.16680536 -0.4217323
same	0.54524976 0.13189259 0.09237127 -0.63520163 -0.21995358 0.23988596 0.21298878 -0.20837997 0.20257084 0.113807425 0.10073072 0.12020142
including	0.13678806 -0.12073159 0.39867324 -0.55297047 0.5073418 -0.089333266 0.20768188 -0.13808651 -0.19166285 -0.09313343 0.29932693 -0.19853306
became	0.21398295 -0.4000063 0.07178171 -0.27952296 -0.06779522 -0.04128497 0.21958412 0.03270097 -0.24883987 -0.6002651 0.37170663 -0.30810395
example	0.017206902 0.2506343 0.4192338 -0.54253083 -0.13591653 -0.0033026158 0.08797455 0.16755848 -0.22892809 -0.2108866 -0.55387676 0.09396577
day	0.37628826 -0.006320039 0.2501972 -0.21535584 -0.57012177 -0.22950345 0.2297892 -0.21878766 0.006937751 -0.3396328 -0.046263043 0.39175203
each	-0.30056292 0.1783753 -0.15877736 -0.57099646 0.027448844 -0.066438645 -0.012966445 -0.30532756 -0.6057215 0.05868825 -0.18654868 0.15130515
even	0.15293323 0.27785856 0.36947766 -0.31309322 -0.31892267 -0.43415964 -0.29198107 -0.01927918 -0.4525816 -0.15506712 -0.2321074 -0.07927375
work	0.3509454 0.41988072 0.062990054 -0.26449904 -0.51433235 -0.43222606 0.15519977 0.076847225 -0.063682936 -0.3005328 0.13070098 0.18385439
language	0.04777736 0.12263655 0.23533285 -0.49932423 -0.32203472 -0.18993507 0.6151164 -0.07998079 -0.35623795 0.07131527 -0.07446008 -0.12605196
although	0.2962393 -0.26062983 0.15662675 -0.24639821 0.22457685 -0.1315606 0.3193863 -0.23782364 -0.3940723 -0.55424035 0.18899336 -0.18591926
several	-0.2845116 0.27061644 -0.0151349185 -0.4521936 -0.060183134 -0.10720715 0.05596688 -0.1682179 -0.7551137 -0.01997281 0.024841597 0.15282074
form	0.07023783 0.12612472 0.20541279 -0.6018832 -0.42583326 -0.14813112 0.2637187 0.19969755 0.0070356047 -0.47253448 -0.17151107 0.09614268
john	-0.13014628 -0.20605826 -0.1355951 -0.31049848 -0.11263675 -0.703141 0.23155695 0.06592745 -0.16027522 0.3109001 0.36190376 -0.08617378
u	0.05369887 0.10859269 0.28889185 -0.21472345 -0.021092618 -0.69724166 0.16621742 0.060415015 0.19899628 0.21715054 0.44441172 0.23159194
national	-0.17666829 -0.09976708 0.10418993 -0.57045245 0.12734064 -0.29050893 0.56116086 -0.1347334 0.10756794 0.010762891 0.3856557 -0.16876197
very	-0.09245801 0.02804213 0.41025656 -0.45924136 -0.47494644 0.23789632 0.015841348 0.2539255 -0.3235648 0.15261008 0.015891554 -0.3692123
much	-0.11600437 0.12844612 0.23457639 -0.44683892 -0.61504686 -0.027868245 -0.025856093 0.0028458463 -0.33527425 -0.16655195 -0.34842786 -0.27215323
g	-0.094239905 -0.2302159 0.24718368 -0.37297451 -0.040790945 -0.6448095 -0.2213083 0.22536148 0.19182964 0.40361127 0.11359153 -0.08998731
french	-0.011660617 -0.12571175 -0.013096431 -0.4588577 -0.00049716333 -0.37236828 0.7458801 0.069014385 -0.08029716 -0.0138599565 0.18527523 -0.18059267
before	0.49881062 -0.12158782 0.21331938 -0.3274251 0.12983984 0.038594685 0.25025782 0.007996211 -0.4407316 -0.2740499 0.4796244 -0.05713257
general	-0.0977403 0.013549933 -0.03519644 -0.6546214 -0.030547837 -0.2697742 0.50410706 0.21539223 -0.25599056 0.1064591 0.06119059 -0.3250496
what	0.3025639 0.53946525 -0.027469553 -0.1887255 -0.13541849 -0.22446795 0.062888786 0.2930371 -0.60497904 -0.092807 0.21693327 -0.028947508
t	-0.011037844 -0.030805837 0.2788883 -0.16734946 0.14935866 -0.5403066 -0.17682798 0.1466507 -0.4014282 0.33690333 0.3449188 -0.36402413
against	0.26464427 -0.03495406 0.38236922 -0.43371522 0.1458524 -0.0019660864 0.2362005 -0.17748643 -0.14172196 0.1273813 0.60676855 -0.2852688
n	-0.09306071 -0.22836801 0.33819422 -0.21432625 0.14016637 -0.7255481 -0.10497298 0.16728374 -0.116411164 0.40570217 -0.013241361 -0.12444142
high	-0.06994331 -0.1103592 0.2588216 -0.6269717 -0.34843263 -0.29424715 0.26405713 -0.15452117 0.20259318 0.009569914 -0.21361256 -0.36673015
links	-0.36755288 -0.14161584 0.087656595 -0.40159935 0.37830627 -0.07202594 0.38306382 0.3248479 -0.43746814 0.08033898 0.050160762 -0.27380273
could	0.03781879 -0.20378233 0.14231601 0.11971499 -0.027278043 -0.40816063 -0.11489419 -0.4111199 -0.5332802 -0.2795065 0.280693 -0.3627634
based	-0.05983734 0.08620202 -0.25098956 -0.07941861 0.026908606 -0.6155438 -0.017964315 -0.44556522 -0.40811044 0.41175088 -0.010476494 -0.070807606
those	-0.26859438 0.23600228 -0.009888023 -0.24993645 -0.13932183 -0.39090854 -0.29559958 -0.2259773 -0.44034803 -0.5187847 0.010713363 0.18913059
now	0.35491943 0.35638532 0.19065788 -0.31270814 -0.26220438 -0.067061126 -0.04351555 0.2607215 -0.5924377 0.03301475 0.06556811 -0.33674282
second	0.381859 -0.08918643 0.016625633 -0.5795878 -0.22047861 -0.03900966 0.48190734 -0.096033394 0.21373683 -0.20972711 0.34901372 0.08343742
de	-0.11364098 -0.18981516 -0.008959704 -0.3737085 0.27018365 -0.43619713 0.07934485 -0.022406206 -0.18297456 0.30139744 0.42198512 -0.48873454
music	0.15177067 0.36846483 -0.03498878 -0.4526381 -0.2616751 -0.32052985 0.54305154 -0.04385629 -0.2635013 -0.14854276 0.24579567 0.12304042
another	-0.14584869 -0.09707366 -0.10964878 -0.7359461 -0.41261375 -0.18105967 -0.13261849 -0.07413739 -0.32212144 0.23714611 -0.13427368 -0.1073256
large	-0.12935126 -0.31913507 0.22582218 -0.73533607 -0.11010117 -0.08203128 0.0930827 0.17824261 0.08031777 -0.028277356 -0.32119158 -0.34641796
she	0.58116466 0.14186585 -0.07987789 -0.11486325 -0.23449901 -0.36291084 -0.3558648 -0.23104978 -0.3167546 0.22181906 0.3258421 -0.010941835
f	-0.018833298 -0.29855886 0.43500566 -0.19055241 0.089346275 -0.7055347 -0.068068065 0.09707446 -0.0795671 0.39347693 -0.060307693 -0.01889521
external	-0.30284226 -0.14912546 0.06833587 -0.58085114 -0.06666894 0.05862397 0.0035185067 0.15546577 0.01916888 0.30501595 0.6441586 -0.059867293
